DataCategory,DataType,HUC,OrganizationIdentifier,ReportIdentifier,ReportUnitIdentifier,ReportUnitName,State,WaDEURLAddress
DETAIL,ALLOCATION,10170201,DENR,2009,10170201,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170202,DENR,2009,10170202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140203,DENR,2014,10140203,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160004,DENR,2010,10160004,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120113,DENR,2008,10120113,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130303,DENR,2017,10130303,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10110201,DENR,2009,10110201,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120106,DENR,2011,10120106,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140201,DENR,2013,10140201,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140202,DENR,2011,10140202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120111,DENR,2007,10120111,Middle Cheyenne-Elk,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130303,DENR,2016,10130303,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170203,DENR,2011,10170203,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130205,DENR,2010,10130205,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140104,DENR,2011,10140104,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140101,DENR,2008,10140101,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170101,DENR,2008,10170101,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170102,DENR,2012,10170102,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,09020101,DENR,2012,09020101,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130303,DENR,2015,10130303,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120202,DENR,2007,10120202,Lower Belle Fourche,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130303,DENR,2014,10130303,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140105,DENR,2007,10140105,Crow,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140204,DENR,2010,10140204,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130105,DENR,2008,10130105,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160008,DENR,2008,10160008,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130102,DENR,2009,10130102,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160009,DENR,2010,10160009,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130305,DENR,2013,10130305,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120203,DENR,2010,10120203,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160003,DENR,2007,10160003,Upper James,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140203,DENR,2007,10140203,Little White,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10110202,DENR,2010,10110202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130302,DENR,2013,10130302,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140102,DENR,2008,10140102,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130304,DENR,2011,10130304,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140105,DENR,2016,10140105,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140105,DENR,2017,10140105,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,09020105,DENR,2009,09020105,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160006,DENR,2010,10160006,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10150003,DENR,2009,10150003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170103,DENR,2008,10170103,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,07020003,DENR,2008,07020003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140203,DENR,2015,10140203,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120202,DENR,2016,10120202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120111,DENR,2014,10120111,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160003,DENR,2015,10160003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120107,DENR,2009,10120107,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120202,DENR,2017,10120202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160003,DENR,2016,10160003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140203,DENR,2016,10140203,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120202,DENR,2015,10120202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140203,DENR,2017,10140203,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130301,DENR,2011,10130301,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160010,DENR,2010,10160010,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160003,DENR,2017,10160003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140105,DENR,2015,10140105,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160007,DENR,2012,10160007,,45,http://www.westernstateswater.org/SouthDakota
